radius	n_rotors	spacing	profile	elevation	wind_speed	anchor_tension	autorotation_rpm	tip_speed_bem	PC1	PC2	PC3
2.0	4	15.0	bottom_lifty	55.0	6.0	135.81059303668962	103.60530902922584	21.69904518127441	-0.1533287109496254	-1.3286978050262657	1.1473497929347949
2.0	4	15.0	bottom_lifty	55.0	8.0	354.11092299077217	128.02669594120093	26.8138484954834	0.3577876675548966	-0.38080778369494706	1.2750761522784693
2.0	4	15.0	bottom_lifty	55.0	10.0	571.1678509774183	150.97915504951635	31.621000289916992	0.8358591824668954	0.5565068394674867	1.399513605845813
2.0	4	15.0	bottom_lifty	55.0	12.0	838.9819179529475	178.1038761934691	37.30198860168457	1.4077895170543118	1.5238592440524374	1.5332926871467891
2.0	4	15.0	graded	45.0	6.0	138.362988748397	103.47854071823042	21.672494888305664	-0.15221115181833197	-1.3243060490024465	1.3673208772126617
2.0	4	15.0	graded	45.0	8.0	375.2477868048485	127.54391995682664	26.712736129760746	0.3508965110941869	-0.37897906915470525	1.494250141089509
2.0	4	15.0	graded	45.0	10.0	587.6144251200462	151.54274583215022	31.739038467407223	0.8525069957209593	0.5658687664394293	1.6210303930541596
2.0	4	15.0	graded	45.0	12.0	865.2665601909191	178.76095860546212	37.43960762023926	1.4265405093288281	1.5338942546187322	1.7550188006127443
2.0	4	15.0	graded	55.0	6.0	138.37356531281677	103.5551299061235	21.688535690307617	-0.15232933613129204	-1.327634584758431	1.1477798133699786
2.0	4	15.0	graded	55.0	8.0	355.40956594555723	127.54391995682664	26.712736129760746	0.34905538351588494	-0.3828590010755544	1.2745375952843778
2.0	4	15.0	graded	55.0	10.0	586.3182119901053	150.95380138731727	31.61569023132324	0.8374170285505459	0.5577487881473806	1.3999992100895144
